CÓD. DEP.;DEPARTAMENTO;CÓD MUN;MUNICIPIO;GRUPO DE CULTIVO;SUBGRUPO DE CULTIVO;CULTIVO;DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO;CÓDIGO CULTIVO;NOMBRE CIENTIFICO;PERIODO;Área Sembrada(ha);Área Cosechada(ha);Producción(t);Rendimiento(t/ha);ESTADO FISICO PRODUCCION
17;CALDAS;17616;RISARALDA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;3.133;2.3;3.072;1.3;PERGAMINO SECO
17;CALDAS;17088;BELALCAZAR;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;3.1;2.5;2.977;1.2;PERGAMINO SECO
17;CALDAS;17614;RIOSUCIO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;3.083;2.6;2.789;1.1;PERGAMINO SECO
17;CALDAS;17653;SALAMINA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;2.399;2.0;2.25;1.1;PERGAMINO SECO
17;CALDAS;17272;FILADELFIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;2.265;1.8;2.139;1.2;PERGAMINO SECO
17;CALDAS;1705;ARANZAZU;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.909;1.6;1.782;1.1;PERGAMINO SECO
17;CALDAS;17665;SAN JOSE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.862;1.4;1.799;1.3;PERGAMINO SECO
17;CALDAS;17873;VILLAMARIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.706;1.4;1.551;1.1;PERGAMINO SECO
17;CALDAS;17777;SUPIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.563;1.3;1.458;1.1;PERGAMINO SECO
17;CALDAS;17388;LA MERCED;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;989;830.0;938;1.1;PERGAMINO SECO
17;CALDAS;17877;VITERBO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;577;462.0;544;1.2;PERGAMINO SECO
17;CALDAS;17442;MARMATO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;466;427.0;404;0.9;PERGAMINO SECO
17;CALDAS;17446;MARULANDA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;227;183.0;209;1.1;PERGAMINO SECO
17;CALDAS;17867;VICTORIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;145;115.0;138;1.2;PERGAMINO SECO
18;CAQUETA;18592;PUERTO RICO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.264;1.1;1.152;1;PERGAMINO SECO
18;CAQUETA;18001;FLORENCIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.097;874.0;1.034;1.2;PERGAMINO SECO
18;CAQUETA;18753;SAN VICENTE DEL CAGUAN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.018;775.0;937;1.2;PERGAMINO SECO
18;CAQUETA;18247;EL DONCELLO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;339;281.0;326;1.2;PERGAMINO SECO
18;CAQUETA;1841;MONTAÑITA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;219;189.0;201;1.1;PERGAMINO SECO
18;CAQUETA;18256;EL PAUJIL;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;218;165.0;211;1.3;PERGAMINO SECO
85;CASANARE;854;TAMARA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;2.535;2.2;2.11;1;PERGAMINO SECO
85;CASANARE;85225;NUNCHIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;377;281.0;282;1;PERGAMINO SECO
85;CASANARE;85315;SACAMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;162;140.0;152;1.1;PERGAMINO SECO
85;CASANARE;85162;MONTERREY;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;97;79.0;95;1.2;PERGAMINO SECO
19;CAUCA;19256;EL TAMBO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;9.511;7.6;8.899;1.2;PERGAMINO SECO
19;CAUCA;19548;PIENDAMO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;8.508;6.7;8.082;1.2;PERGAMINO SECO
19;CAUCA;1913;CAJIBIO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;7.557;6.5;6.58;1;PERGAMINO SECO
19;CAUCA;19473;MORALES;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;7.205;5.8;6.569;1.1;PERGAMINO SECO
19;CAUCA;19517;PAEZ;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;5.236;4.1;5.02;1.2;PERGAMINO SECO
19;CAUCA;19137;CALDONO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;4.894;3.8;4.615;1.2;PERGAMINO SECO
19;CAUCA;19355;INZA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;4.879;4.0;4.518;1.1;PERGAMINO SECO
19;CAUCA;19807;TIMBIO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;4.633;3.8;4.358;1.2;PERGAMINO SECO
19;CAUCA;19001;POPAYAN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;3.77;3.4;3.349;1;PERGAMINO SECO
19;CAUCA;19698;SANTANDER DE QUILICHAO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;3.715;3.3;3.332;1;PERGAMINO SECO
19;CAUCA;1978;SUAREZ;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;3.488;2.8;3.267;1.2;PERGAMINO SECO
19;CAUCA;19075;BALBOA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;3.205;2.7;2.972;1.1;PERGAMINO SECO
19;CAUCA;19397;LA VEGA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;3.182;2.5;3.008;1.2;PERGAMINO SECO
19;CAUCA;191;BOLIVAR;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;2.758;2.3;2.41;1;PERGAMINO SECO
19;CAUCA;19821;TORIBIO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;2.661;2.4;2.134;0.9;PERGAMINO SECO
19;CAUCA;1945;MERCADERES;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;2.025;1.7;1.864;1.1;PERGAMINO SECO
19;CAUCA;19142;CALOTO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.95;1.6;1.674;1;PERGAMINO SECO
19;CAUCA;1911;BUENOS AIRES;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.863;1.6;1.664;1.1;PERGAMINO SECO
19;CAUCA;19532;PATIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.86;1.5;1.722;1.2;PERGAMINO SECO
19;CAUCA;19392;LA SIERRA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.733;1.4;1.636;1.2;PERGAMINO SECO
19;CAUCA;19212;CORINTO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.672;1.4;1.477;1.1;PERGAMINO SECO
19;CAUCA;1905;ARGELIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.54;1.3;1.404;1.1;PERGAMINO SECO
19;CAUCA;19785;SUCRE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.53;1.1;1.414;1.3;PERGAMINO SECO
19;CAUCA;19622;ROSAS;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.376;1.1;1.312;1.2;PERGAMINO SECO
19;CAUCA;19022;ALMAGUER;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.152;986.0;937;1;PERGAMINO SECO
19;CAUCA;19364;JAMBALO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;979;783.0;834;1.1;PERGAMINO SECO
19;CAUCA;1976;SOTARA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;882;737.0;816;1.1;PERGAMINO SECO
19;CAUCA;19455;MIRANDA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;656;488.0;597;1.2;PERGAMINO SECO
19;CAUCA;19824;TOTORO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;655;528.0;571;1.1;PERGAMINO SECO
19;CAUCA;19585;PURACE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;390;328.0;336;1;PERGAMINO SECO
19;CAUCA;19693;SAN SEBASTIAN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;287;214.0;270;1.3;PERGAMINO SECO
20;CESAR;20013;AGUSTIN CODAZZI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;6.767;5.8;5.34;0.9;PERGAMINO SECO
20;CESAR;2057;PUEBLO BELLO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;6.102;5.4;4.688;0.9;PERGAMINO SECO
20;CESAR;20621;LA PAZ;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;4.675;4.2;3.885;0.9;PERGAMINO SECO
20;CESAR;20001;VALLEDUPAR;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;3.638;3.2;2.516;0.8;PERGAMINO SECO
20;CESAR;204;LA JAGUA DE IBIRICO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;2.71;2.4;2.273;0.9;PERGAMINO SECO
20;CESAR;20011;AGUACHICA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.064;933.0;806;0.9;PERGAMINO SECO
20;CESAR;20238;EL COPEY;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;907;790.0;689;0.9;PERGAMINO SECO
20;CESAR;20045;BECERRIL;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;817;726.0;652;0.9;PERGAMINO SECO
20;CESAR;20443;MANAURE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;811;749.0;609;0.8;PERGAMINO SECO
20;CESAR;20228;CURUMANI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;489;406.0;389;1;PERGAMINO SECO
20;CESAR;20517;PAILITAS;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;408;332.0;324;1;PERGAMINO SECO
20;CESAR;20175;CHIMICHAGUA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;204;178.0;139;0.8;PERGAMINO SECO
20;CESAR;20614;RIO DE ORO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;113;97.0;99;1;PERGAMINO SECO
20;CESAR;20383;LA GLORIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;104;93.0;78;0.8;PERGAMINO SECO
20;CESAR;20178;CHIRIGUANA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;80;78.0;52;0.7;PERGAMINO SECO
20;CESAR;2031;GONZALEZ;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;77;63.0;65;1;PERGAMINO SECO
20;CESAR;2071;SAN ALBERTO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;29;24.0;25;1.1;PERGAMINO SECO
20;CESAR;2077;SAN MARTIN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;21;16.0;18;1.1;PERGAMINO SECO
20;CESAR;2055;PELAYA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;4;4.0;2;0.6;PERGAMINO SECO
27;CHOCO;27245;CARMEN DEL ATRATO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;164;135.0;161;1.2;PERGAMINO SECO
25;CUNDINAMARCA;25878;VIOTA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;4.101;3.6;3.43;1;PERGAMINO SECO
25;CUNDINAMARCA;25662;SAN JUAN DE RIOSECO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;2.317;2.1;1.907;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25596;QUIPILE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.627;1.4;1.138;0.8;PERGAMINO SECO
25;CUNDINAMARCA;25245;EL COLEGIO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.478;1.3;1.106;0.8;PERGAMINO SECO
25;CUNDINAMARCA;25862;VERGARA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.418;1.2;1.318;1.1;PERGAMINO SECO
25;CUNDINAMARCA;2532;GUADUAS;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.233;1.1;1.144;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25394;LA PALMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.197;968.0;1.108;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25867;VIANI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1.014;899.0;839;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25885;YACOPI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;1;870.0;887;1;PERGAMINO SECO
25;CUNDINAMARCA;25513;PACHO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;994;856.0;888;1;PERGAMINO SECO
25;CUNDINAMARCA;25805;TIBACUY;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;992;899.0;716;0.8;PERGAMINO SECO
25;CUNDINAMARCA;25386;LA MESA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;990;863.0;798;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25328;GUAYABAL DE SIQUIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;976;889.0;723;0.8;PERGAMINO SECO
25;CUNDINAMARCA;2504;ANOLAIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;967;884.0;755;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25168;CHAGUANI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;934;819.0;805;1;PERGAMINO SECO
25;CUNDINAMARCA;25777;SUPATA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;921;806.0;832;1;PERGAMINO SECO
25;CUNDINAMARCA;25718;SASAIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;898;764.0;824;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25123;CACHIPAY;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;862;776.0;671;0.9;PERGAMINO SECO
25;CUNDINAMARCA;2558;PULI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;747;673.0;585;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25518;PAIME;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;737;643.0;674;1;PERGAMINO SECO
25;CUNDINAMARCA;25488;NILO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;669;561.0;549;1;PERGAMINO SECO
25;CUNDINAMARCA;2529;FUSAGASUGA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;661;605.0;517;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25823;TOPAIPI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;632;556.0;569;1;PERGAMINO SECO
25;CUNDINAMARCA;25658;SAN FRANCISCO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;628;538.0;569;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25402;LA VEGA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;615;563.0;559;1;PERGAMINO SECO
25;CUNDINAMARCA;25653;SAN CAYETANO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;593;508.0;508;1;PERGAMINO SECO
25;CUNDINAMARCA;25148;CAPARRAPI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;553;457.0;509;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25743;SILVANIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;534;484.0;424;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25645;SAN ANTONIO DEL TEQUENDAMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;532;483.0;444;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25053;ARBELAEZ;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;474;443.0;345;0.8;PERGAMINO SECO
25;CUNDINAMARCA;25095;BITUIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;447;379.0;374;1;PERGAMINO SECO
25;CUNDINAMARCA;25506;VENECIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;442;394.0;368;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25797;TENA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;438;411.0;315;0.8;PERGAMINO SECO
25;CUNDINAMARCA;25258;EL PEÑON;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;389;334.0;331;1;PERGAMINO SECO
25;CUNDINAMARCA;25019;ALBAN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;371;320.0;341;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25297;GACHETA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;316;292.0;178;0.6;PERGAMINO SECO
25;CUNDINAMARCA;25524;PANDI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;298;265.0;236;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25649;SAN BERNARDO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;271;258.0;206;0.8;PERGAMINO SECO
25;CUNDINAMARCA;25335;GUAYABETAL;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;241;204.0;235;1.2;PERGAMINO SECO
25;CUNDINAMARCA;25436;MANTA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;217;199.0;150;0.8;PERGAMINO SECO
25;CUNDINAMARCA;25438;MEDINA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;204;185.0;169;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25807;TIBIRITA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;184;160.0;165;1;PERGAMINO SECO
25;CUNDINAMARCA;25426;MACHETA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;182;162.0;156;1;PERGAMINO SECO
25;CUNDINAMARCA;25839;UBALA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;164;134.0;152;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25594;QUETAME;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;162;149.0;131;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25871;VILLAGOMEZ;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;160;147.0;148;1;PERGAMINO SECO
25;CUNDINAMARCA;25398;LA PEÑA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;153;126.0;139;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25898;ZIPACON;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;150;141.0;107;0.8;PERGAMINO SECO
25;CUNDINAMARCA;25368;JERUSALEN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;146;132.0;120;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25875;VILLETA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;140;125.0;128;1;PERGAMINO SECO
25;CUNDINAMARCA;25279;FOMEQUE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;131;109.0;120;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25372;JUNIN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;131;121.0;88;0.7;PERGAMINO SECO
25;CUNDINAMARCA;25815;TOCAIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;122;113.0;96;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25035;ANAPOIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;101;91.0;75;0.8;PERGAMINO SECO
25;CUNDINAMARCA;25841;UBAQUE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;97;88.0;94;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25151;CAQUEZA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;90;74.0;84;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25293;GACHALA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;85;68.0;80;1.2;PERGAMINO SECO
25;CUNDINAMARCA;25592;QUEBRADANEGRA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;81;73.0;71;1;PERGAMINO SECO
25;CUNDINAMARCA;25299;GAMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;77;70.0;59;0.8;PERGAMINO SECO
25;CUNDINAMARCA;25339;GUTIERREZ;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;61;55.0;58;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25086;BELTRAN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;60;56.0;53;1;PERGAMINO SECO
25;CUNDINAMARCA;25599;APULO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;54;50.0;44;0.9;PERGAMINO SECO
25;CUNDINAMARCA;25491;NOCAIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;49;45.0;44;1;PERGAMINO SECO
25;CUNDINAMARCA;25181;CHOACHI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;45;40.0;43;1.1;PERGAMINO SECO
25;CUNDINAMARCA;25281;FOSCA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;40;33.0;34;1;PERGAMINO SECO
25;CUNDINAMARCA;25489;NIMAIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;34;32.0;31;1;PERGAMINO SECO
25;CUNDINAMARCA;2512;CABRERA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;24;21.0;21;1;PERGAMINO SECO
25;CUNDINAMARCA;25535;PASCA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;18;17.0;17;1;PERGAMINO SECO
25;CUNDINAMARCA;2553;PARATEBUENO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;8;7.0;8;1.1;PERGAMINO SECO
41;HUILA;41551;PITALITO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;19.119;15.9;18.44;1.2;PERGAMINO SECO
41;HUILA;41006;ACEVEDO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;14.634;11.8;14.049;1.2;PERGAMINO SECO
41;HUILA;41396;LA PLATA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;11.403;9.3;10.885;1.2;PERGAMINO SECO
41;HUILA;41298;GARZON;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;9.68;8.0;9.177;1.1;PERGAMINO SECO
41;HUILA;41668;SAN AGUSTIN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;6.985;5.9;6.701;1.1;PERGAMINO SECO
41;HUILA;4177;SUAZA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2016;6.92;5.6;6.643;1.2;PERGAMINO SECO
